participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,participant.language,participant.prolific_id,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo,session.config.participation_fee,session.config.name,session.config.completion_code,session.config.language,session.config.real_world_currency_per_point,Task1.1.player.id_in_group,Task1.1.player.role,Task1.1.player.payoff,Task1.1.player.language,Task1.1.player.gave_consent,Task1.1.player.age_range,Task1.1.player.is_native,Task1.1.player.education,Task1.1.player.other_language_level,Task1.1.player.device,Task1.1.player.prolific_id,Task1.1.player.screened_out,Task1.1.player.task1_responses,Task1.1.group.id_in_subsession,Task1.1.subsession.round_number,Task2.1.player.id_in_group,Task2.1.player.role,Task2.1.player.payoff,Task2.1.player.language,Task2.1.player.t2_production_data,Task2.1.player.t2_perception_data,Task2.1.player.t2_ac1_pass,Task2.1.player.t2_ac2_pass,Task2.1.group.id_in_subsession,Task2.1.subsession.round_number,Task3.1.player.id_in_group,Task3.1.player.role,Task3.1.player.payoff,Task3.1.player.language,Task3.1.player.la_switching_point,Task3.1.player.la_selected_row,Task3.1.player.la_choice,Task3.1.player.la_coin_flip,Task3.1.player.la_payoff,Task3.1.player.la2_indifference_x,Task3.1.player.la2_bisection_data,Task3.1.player.la2_endowment,Task3.1.player.la2_selected_step,Task3.1.player.la2_selected_x,Task3.1.player.la2_selected_choice,Task3.1.player.la2_coin_flip,Task3.1.player.la2_bonus,Task3.1.player.la2_lambda,Task3.1.player.la2_anticipation_worry,Task3.1.player.la2_anticipation_prob,Task3.1.player.bonus_contact_email,Task3.1.player.comp_q1_attempts,Task3.1.player.comp_q2_attempts,Task3.1.player.comp_q3_attempts,Task3.1.player.td_switching_1mo,Task3.1.player.td_switching_6mo,Task3.1.player.td_switching_2yr,Task3.1.player.td_data,Task3.1.player.td_selected_horizon,Task3.1.player.td_selected_row,Task3.1.player.td_k_1mo,Task3.1.player.td_k_6mo,Task3.1.player.td_k_2yr,Task3.1.player.td_k_geo_mean,Task3.1.player.td_choice,Task3.1.player.gender,Task3.1.player.home_country,Task3.1.player.years_in_country,Task3.1.player.employment_industry,Task3.1.player.income_level,Task3.1.player.risk_general,Task3.1.player.patience_general,Task3.1.player.study_feedback,Task3.1.group.id_in_subsession,Task3.1.subsession.round_number
8,hkt1vfh0,,0,0,23,,,,0,,,0.0,,,1j5nf34i,,,,,0,0.0,study_en,CFZCG8H4,en,1.0,8,,0.0,en,0,,,,,,,0,{},1,1,8,,0.0,en,{},{},0,0,1,1,8,,0.0,en,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,1,1
9,kjmy2dqf,,0,0,23,,,,0,,,0.0,,,1j5nf34i,,,,,0,0.0,study_en,CFZCG8H4,en,1.0,9,,0.0,en,0,,,,,,,0,{},1,1,9,,0.0,en,{},{},0,0,1,1,9,,0.0,en,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,1,1
10,vxmxrir5,,0,0,23,,,,0,,,0.0,,,1j5nf34i,,,,,0,0.0,study_en,CFZCG8H4,en,1.0,10,,0.0,en,0,,,,,,,0,{},1,1,10,,0.0,en,{},{},0,0,1,1,10,,0.0,en,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,1,1
11,agmb24c3,,0,0,23,,,,0,,,0.0,,,1j5nf34i,,,,,0,0.0,study_en,CFZCG8H4,en,1.0,11,,0.0,en,0,,,,,,,0,{},1,1,11,,0.0,en,{},{},0,0,1,1,11,,0.0,en,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,1,1
12,l4xxmau6,,0,0,23,,,,0,,,0.0,,,1j5nf34i,,,,,0,0.0,study_en,CFZCG8H4,en,1.0,12,,0.0,en,0,,,,,,,0,{},1,1,12,,0.0,en,{},{},0,0,1,1,12,,0.0,en,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,1,1
13,g106fw0f,,0,0,23,,,,0,,,0.0,,,1j5nf34i,,,,,0,0.0,study_en,CFZCG8H4,en,1.0,13,,0.0,en,0,,,,,,,0,{},1,1,13,,0.0,en,{},{},0,0,1,1,13,,0.0,en,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,1,1
14,xocb3lgc,,0,0,23,,,,0,,,0.0,,,1j5nf34i,,,,,0,0.0,study_en,CFZCG8H4,en,1.0,14,,0.0,en,0,,,,,,,0,{},1,1,14,,0.0,en,{},{},0,0,1,1,14,,0.0,en,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,1,1
15,ia9uagm5,,0,0,23,,,,0,,,0.0,,,1j5nf34i,,,,,0,0.0,study_en,CFZCG8H4,en,1.0,15,,0.0,en,0,,,,,,,0,{},1,1,15,,0.0,en,{},{},0,0,1,1,15,,0.0,en,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,1,1
16,m97lbykh,,0,0,23,,,,0,,,0.0,,,1j5nf34i,,,,,0,0.0,study_en,CFZCG8H4,en,1.0,16,,0.0,en,0,,,,,,,0,{},1,1,16,,0.0,en,{},{},0,0,1,1,16,,0.0,en,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,1,1
17,vgujt42d,,0,0,23,,,,0,,,0.0,,,1j5nf34i,,,,,0,0.0,study_en,CFZCG8H4,en,1.0,17,,0.0,en,0,,,,,,,0,{},1,1,17,,0.0,en,{},{},0,0,1,1,17,,0.0,en,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,1,1
18,ocvz6j3a,,0,0,23,,,,0,,,0.0,,,1j5nf34i,,,,,0,0.0,study_en,CFZCG8H4,en,1.0,18,,0.0,en,0,,,,,,,0,{},1,1,18,,0.0,en,{},{},0,0,1,1,18,,0.0,en,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,1,1
19,s2437g1q,,0,0,23,,,,0,,,0.0,,,1j5nf34i,,,,,0,0.0,study_en,CFZCG8H4,en,1.0,19,,0.0,en,0,,,,,,,0,{},1,1,19,,0.0,en,{},{},0,0,1,1,19,,0.0,en,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,1,1
20,ul21b05j,,0,0,23,,,,0,,,0.0,,,1j5nf34i,,,,,0,0.0,study_en,CFZCG8H4,en,1.0,20,,0.0,en,0,,,,,,,0,{},1,1,20,,0.0,en,{},{},0,0,1,1,20,,0.0,en,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,1,1
21,b9a2wn7k,,0,0,23,,,,0,,,0.0,,,1j5nf34i,,,,,0,0.0,study_en,CFZCG8H4,en,1.0,21,,0.0,en,0,,,,,,,0,{},1,1,21,,0.0,en,{},{},0,0,1,1,21,,0.0,en,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,1,1
22,2gkjbfsw,,0,0,23,,,,0,,,0.0,,,1j5nf34i,,,,,0,0.0,study_en,CFZCG8H4,en,1.0,22,,0.0,en,0,,,,,,,0,{},1,1,22,,0.0,en,{},{},0,0,1,1,22,,0.0,en,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,1,1
23,y7wqw9kx,,0,0,23,,,,0,,,0.0,,,1j5nf34i,,,,,0,0.0,study_en,CFZCG8H4,en,1.0,23,,0.0,en,0,,,,,,,0,{},1,1,23,,0.0,en,{},{},0,0,1,1,23,,0.0,en,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,1,1
24,4hqg0jxo,,0,0,23,,,,0,,,0.0,,,1j5nf34i,,,,,0,0.0,study_en,CFZCG8H4,en,1.0,24,,0.0,en,0,,,,,,,0,{},1,1,24,,0.0,en,{},{},0,0,1,1,24,,0.0,en,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,1,1
25,m01javy1,,0,0,23,,,,0,,,0.0,,,1j5nf34i,,,,,0,0.0,study_en,CFZCG8H4,en,1.0,25,,0.0,en,0,,,,,,,0,{},1,1,25,,0.0,en,{},{},0,0,1,1,25,,0.0,en,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,1,1
26,ysczpnij,,0,0,23,,,,0,,,0.0,,,1j5nf34i,,,,,0,0.0,study_en,CFZCG8H4,en,1.0,26,,0.0,en,0,,,,,,,0,{},1,1,26,,0.0,en,{},{},0,0,1,1,26,,0.0,en,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,1,1
27,5ktzl56z,,0,0,23,,,,0,,,0.0,,,1j5nf34i,,,,,0,0.0,study_en,CFZCG8H4,en,1.0,27,,0.0,en,0,,,,,,,0,{},1,1,27,,0.0,en,{},{},0,0,1,1,27,,0.0,en,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,1,1
28,3bfmrjpw,,0,0,23,,,,0,,,0.0,,,1j5nf34i,,,,,0,0.0,study_en,CFZCG8H4,en,1.0,28,,0.0,en,0,,,,,,,0,{},1,1,28,,0.0,en,{},{},0,0,1,1,28,,0.0,en,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,1,1
29,hue83zhh,,0,0,23,,,,0,,,0.0,,,1j5nf34i,,,,,0,0.0,study_en,CFZCG8H4,en,1.0,29,,0.0,en,0,,,,,,,0,{},1,1,29,,0.0,en,{},{},0,0,1,1,29,,0.0,en,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,1,1
30,e51n7cjf,,0,0,23,,,,0,,,0.0,,,1j5nf34i,,,,,0,0.0,study_en,CFZCG8H4,en,1.0,30,,0.0,en,0,,,,,,,0,{},1,1,30,,0.0,en,{},{},0,0,1,1,30,,0.0,en,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,1,1
31,l4cj50ca,,0,0,23,,,,0,,,0.0,,,1j5nf34i,,,,,0,0.0,study_en,CFZCG8H4,en,1.0,31,,0.0,en,0,,,,,,,0,{},1,1,31,,0.0,en,{},{},0,0,1,1,31,,0.0,en,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,1,1
32,mi18mm0f,,0,0,23,,,,0,,,0.0,,,1j5nf34i,,,,,0,0.0,study_en,CFZCG8H4,en,1.0,32,,0.0,en,0,,,,,,,0,{},1,1,32,,0.0,en,{},{},0,0,1,1,32,,0.0,en,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,1,1
33,1wqaao4d,,0,0,23,,,,0,,,0.0,,,1j5nf34i,,,,,0,0.0,study_en,CFZCG8H4,en,1.0,33,,0.0,en,0,,,,,,,0,{},1,1,33,,0.0,en,{},{},0,0,1,1,33,,0.0,en,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,1,1
34,7dnl7bn2,,0,0,23,,,,0,,,0.0,,,1j5nf34i,,,,,0,0.0,study_en,CFZCG8H4,en,1.0,34,,0.0,en,0,,,,,,,0,{},1,1,34,,0.0,en,{},{},0,0,1,1,34,,0.0,en,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,1,1
35,f7qrt8mf,,0,0,23,,,,0,,,0.0,,,1j5nf34i,,,,,0,0.0,study_en,CFZCG8H4,en,1.0,35,,0.0,en,0,,,,,,,0,{},1,1,35,,0.0,en,{},{},0,0,1,1,35,,0.0,en,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,1,1
36,l401axke,,0,0,23,,,,0,,,0.0,,,1j5nf34i,,,,,0,0.0,study_en,CFZCG8H4,en,1.0,36,,0.0,en,0,,,,,,,0,{},1,1,36,,0.0,en,{},{},0,0,1,1,36,,0.0,en,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,1,1
37,kpvtmsmx,,0,0,23,,,,0,,,0.0,,,1j5nf34i,,,,,0,0.0,study_en,CFZCG8H4,en,1.0,37,,0.0,en,0,,,,,,,0,{},1,1,37,,0.0,en,{},{},0,0,1,1,37,,0.0,en,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,1,1
38,rbcom0p9,,0,0,23,,,,0,,,0.0,,,1j5nf34i,,,,,0,0.0,study_en,CFZCG8H4,en,1.0,38,,0.0,en,0,,,,,,,0,{},1,1,38,,0.0,en,{},{},0,0,1,1,38,,0.0,en,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,1,1
39,n0zrfrag,,0,0,23,,,,0,,,0.0,,,1j5nf34i,,,,,0,0.0,study_en,CFZCG8H4,en,1.0,39,,0.0,en,0,,,,,,,0,{},1,1,39,,0.0,en,{},{},0,0,1,1,39,,0.0,en,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,1,1
40,o84lgn37,,0,0,23,,,,0,,,0.0,,,1j5nf34i,,,,,0,0.0,study_en,CFZCG8H4,en,1.0,40,,0.0,en,0,,,,,,,0,{},1,1,40,,0.0,en,{},{},0,0,1,1,40,,0.0,en,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,1,1
41,t0o5mgsv,,0,0,23,,,,0,,,0.0,,,1j5nf34i,,,,,0,0.0,study_en,CFZCG8H4,en,1.0,41,,0.0,en,0,,,,,,,0,{},1,1,41,,0.0,en,{},{},0,0,1,1,41,,0.0,en,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,1,1
42,qspnxotd,,0,0,23,,,,0,,,0.0,,,1j5nf34i,,,,,0,0.0,study_en,CFZCG8H4,en,1.0,42,,0.0,en,0,,,,,,,0,{},1,1,42,,0.0,en,{},{},0,0,1,1,42,,0.0,en,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,1,1
43,mnt4nmdv,,0,0,23,,,,0,,,0.0,,,1j5nf34i,,,,,0,0.0,study_en,CFZCG8H4,en,1.0,43,,0.0,en,0,,,,,,,0,{},1,1,43,,0.0,en,{},{},0,0,1,1,43,,0.0,en,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,1,1
44,s4bm1c0g,,0,0,23,,,,0,,,0.0,,,1j5nf34i,,,,,0,0.0,study_en,CFZCG8H4,en,1.0,44,,0.0,en,0,,,,,,,0,{},1,1,44,,0.0,en,{},{},0,0,1,1,44,,0.0,en,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,1,1
45,2939vvjc,,0,0,23,,,,0,,,0.0,,,1j5nf34i,,,,,0,0.0,study_en,CFZCG8H4,en,1.0,45,,0.0,en,0,,,,,,,0,{},1,1,45,,0.0,en,{},{},0,0,1,1,45,,0.0,en,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,1,1
46,f6gre3bb,,0,0,23,,,,0,,,0.0,,,1j5nf34i,,,,,0,0.0,study_en,CFZCG8H4,en,1.0,46,,0.0,en,0,,,,,,,0,{},1,1,46,,0.0,en,{},{},0,0,1,1,46,,0.0,en,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,1,1
47,kzejwgfx,,0,0,23,,,,0,,,0.0,,,1j5nf34i,,,,,0,0.0,study_en,CFZCG8H4,en,1.0,47,,0.0,en,0,,,,,,,0,{},1,1,47,,0.0,en,{},{},0,0,1,1,47,,0.0,en,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,1,1
48,akfo0lki,,0,0,23,,,,0,,,0.0,,,1j5nf34i,,,,,0,0.0,study_en,CFZCG8H4,en,1.0,48,,0.0,en,0,,,,,,,0,{},1,1,48,,0.0,en,{},{},0,0,1,1,48,,0.0,en,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,1,1
49,8xh2t9ks,,0,0,23,,,,0,,,0.0,,,1j5nf34i,,,,,0,0.0,study_en,CFZCG8H4,en,1.0,49,,0.0,en,0,,,,,,,0,{},1,1,49,,0.0,en,{},{},0,0,1,1,49,,0.0,en,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,1,1
50,12cqshx2,,0,0,23,,,,0,,,0.0,,,1j5nf34i,,,,,0,0.0,study_en,CFZCG8H4,en,1.0,50,,0.0,en,0,,,,,,,0,{},1,1,50,,0.0,en,{},{},0,0,1,1,50,,0.0,en,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,1,1
51,991fuucf,,0,0,23,,,,0,,,0.0,,,1j5nf34i,,,,,0,0.0,study_en,CFZCG8H4,en,1.0,51,,0.0,en,0,,,,,,,0,{},1,1,51,,0.0,en,{},{},0,0,1,1,51,,0.0,en,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,1,1
52,kr1fmq83,,0,0,23,,,,0,,,0.0,,,1j5nf34i,,,,,0,0.0,study_en,CFZCG8H4,en,1.0,52,,0.0,en,0,,,,,,,0,{},1,1,52,,0.0,en,{},{},0,0,1,1,52,,0.0,en,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,1,1
53,d6qu5hm5,,0,0,23,,,,0,,,0.0,,,1j5nf34i,,,,,0,0.0,study_en,CFZCG8H4,en,1.0,53,,0.0,en,0,,,,,,,0,{},1,1,53,,0.0,en,{},{},0,0,1,1,53,,0.0,en,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,1,1
54,qnai3njc,,0,0,23,,,,0,,,0.0,,,1j5nf34i,,,,,0,0.0,study_en,CFZCG8H4,en,1.0,54,,0.0,en,0,,,,,,,0,{},1,1,54,,0.0,en,{},{},0,0,1,1,54,,0.0,en,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,1,1
55,x3k5f319,,0,0,23,,,,0,,,0.0,,,1j5nf34i,,,,,0,0.0,study_en,CFZCG8H4,en,1.0,55,,0.0,en,0,,,,,,,0,{},1,1,55,,0.0,en,{},{},0,0,1,1,55,,0.0,en,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,1,1
